,Jurisdiction of Occurrence,Week Ending Date,All Cause,Natural Cause,Septicemia,Malignant neoplasms,Diabetes mellitus,Alzheimer disease,Influenza and pneumonia,Chronic lower respiratory diseases,Other diseases of respiratory system,"Nephritis, nephrotic syndrome and nephrosis","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",Diseases of heart,Cerebrovascular diseases,COVID-19 (Multiple Cause of Death),COVID-19 (Underlying Cause of Death),Population
1014,Montana,2023-04-22,18.27,16.68,0.0,3.27,0.0,0.0,0.0,1.32,0.0,0.0,0.0,4.59,0.0,0.0,0.0,1132812
1015,Montana,2023-04-29,18.89,17.48,0.0,4.15,0.0,0.0,0.0,1.24,0.0,0.0,0.0,4.33,0.0,0.0,0.0,1132812
1016,Montana,2023-05-06,20.22,18.36,0.0,4.59,0.0,0.0,0.0,1.24,0.0,0.0,0.0,4.41,0.0,0.0,0.0,1132812
1017,Montana,2023-05-13,15.89,14.12,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0,0.0,0.0,1132812
1018,Montana,2023-05-20,16.86,15.1,0.0,3.44,0.0,0.0,0.0,0.88,0.0,0.0,0.0,3.71,0.0,0.0,0.0,1132812
1019,Montana,2023-05-27,18.54,16.51,0.0,3.8,0.0,0.0,0.0,1.06,0.0,0.0,0.0,4.33,0.0,0.0,0.0,1132812
1020,Montana,2023-06-03,17.83,15.89,0.0,2.82,0.0,0.0,0.0,0.97,0.0,0.0,0.0,4.5,0.0,0.0,0.0,1132812
1021,Montana,2023-06-10,20.22,17.48,0.0,3.97,1.24,0.0,0.0,0.88,0.0,0.0,0.0,4.15,0.97,0.0,0.0,1132812
1022,Montana,2023-06-17,18.54,16.95,0.0,3.27,0.0,0.0,0.0,1.68,0.0,0.0,0.0,4.33,0.0,0.0,0.0,1132812
1023,Montana,2023-06-24,17.21,15.18,0.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0,1132812
1024,Montana,2023-07-01,18.98,16.24,0.0,3.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,3.71,0.0,0.0,0.0,1132812
1025,Montana,2023-07-08,18.27,16.07,0.0,2.65,0.0,0.0,0.0,1.15,0.0,0.0,0.0,4.86,0.0,0.0,0.0,1132812
1026,Montana,2023-07-15,17.83,16.07,0.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06,0.0,0.0,0.0,1132812
1027,Montana,2023-07-22,19.33,17.04,0.0,4.33,0.0,0.0,0.0,0.97,0.0,0.0,0.0,4.86,1.06,0.0,0.0,1132812
1028,Montana,2023-07-29,18.01,16.77,0.0,4.24,0.0,0.0,0.0,0.97,0.0,0.0,0.0,3.62,0.0,0.0,0.0,1132812
1029,Montana,2023-08-05,18.18,16.77,0.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24,0.0,0.0,0.0,1132812
1030,Montana,2023-08-12,16.95,15.36,0.0,3.62,0.0,0.0,0.0,1.06,0.0,0.0,0.0,3.53,0.0,0.0,0.0,1132812
1031,Montana,2023-08-19,17.21,15.36,0.0,3.71,0.0,0.0,0.0,0.97,0.0,0.0,0.0,3.8,1.06,0.0,0.0,1132812
1032,Montana,2023-08-26,15.27,14.3,0.0,2.56,0.0,0.0,0.0,0.88,0.0,0.0,0.0,3.53,0.97,0.0,0.0,1132812
1033,Montana,2023-09-02,17.13,15.54,0.0,2.82,0.0,0.0,0.0,1.24,0.0,0.0,0.0,4.24,0.0,0.0,0.0,1132812
1034,Montana,2023-09-09,13.77,13.59,0.0,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,0.0,0.0,0.0,1132812
1035,Montana,2023-09-16,9.36,9.36,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.88,0.0,0.0,1132812
1036,Nebraska,2023-01-07,20.93,19.97,0.0,3.64,0.61,0.96,0.0,0.91,0.0,0.0,0.0,4.04,1.42,1.42,0.96,1978379
1037,Nebraska,2023-01-14,19.21,18.15,0.0,3.89,0.56,0.76,0.0,1.57,0.0,0.0,0.0,3.34,0.81,0.61,0.0,1978379
1038,Nebraska,2023-01-21,17.69,16.78,0.0,3.54,0.86,0.61,0.0,0.76,0.0,0.0,0.0,3.54,0.91,0.86,0.61,1978379
1039,Nebraska,2023-01-28,18.8,17.64,0.0,3.49,0.91,0.56,0.0,1.31,0.0,0.0,0.0,3.69,0.91,0.86,0.0,1978379
1040,Nebraska,2023-02-04,18.05,16.88,0.0,3.18,0.0,0.0,0.0,1.16,0.0,0.0,0.0,3.69,0.81,0.56,0.0,1978379
1041,Nebraska,2023-02-11,20.12,18.45,0.0,3.79,0.0,0.61,0.0,1.06,0.0,0.0,0.0,4.14,0.96,0.66,0.0,1978379
1042,Nebraska,2023-02-18,18.6,17.54,0.0,3.74,0.61,0.76,0.0,1.36,0.0,0.0,0.0,3.79,0.91,0.56,0.0,1978379
1043,Nebraska,2023-02-25,17.54,16.58,0.0,3.59,0.81,1.31,0.0,0.56,0.0,0.0,0.0,3.54,0.86,0.81,0.51,1978379
1044,Nebraska,2023-03-04,18.55,17.34,0.0,4.04,0.51,0.66,0.0,1.36,0.0,0.0,0.0,3.44,0.61,0.0,0.0,1978379
1045,Nebraska,2023-03-11,17.54,16.17,0.0,3.44,0.51,0.51,0.0,1.21,0.0,0.0,0.0,4.3,0.51,0.61,0.0,1978379
1046,Nebraska,2023-03-18,17.79,16.38,0.0,3.29,0.0,0.76,0.0,0.91,0.0,0.0,0.0,4.6,0.71,0.0,0.0,1978379
1047,Nebraska,2023-03-25,20.02,18.8,0.56,3.44,0.51,1.16,0.0,0.91,0.0,0.0,0.0,5.05,0.76,1.36,0.86,1978379
1048,Nebraska,2023-04-01,19.46,17.59,0.0,3.69,0.61,0.91,0.0,1.16,0.0,0.0,0.0,3.69,0.91,0.61,0.0,1978379
1049,Nebraska,2023-04-08,17.34,16.12,0.0,3.54,0.61,0.0,0.0,1.31,0.0,0.0,0.0,3.59,0.81,0.91,0.0,1978379
1050,Nebraska,2023-04-15,19.26,17.89,0.0,3.69,0.71,0.51,0.0,1.21,0.0,0.0,0.0,4.9,0.66,0.86,0.51,1978379
1051,Nebraska,2023-04-22,18.9,17.74,0.0,3.18,0.56,0.61,0.61,0.91,0.0,0.0,0.0,4.3,0.56,0.0,0.0,1978379
1052,Nebraska,2023-04-29,19.71,18.4,0.0,3.49,0.61,1.06,0.0,1.42,0.0,0.0,0.0,4.2,0.71,0.81,0.51,1978379
1053,Nebraska,2023-05-06,17.74,16.07,0.0,3.84,0.76,0.56,0.0,0.81,0.0,0.0,0.0,3.64,0.76,0.0,0.0,1978379
1054,Nebraska,2023-05-13,17.84,16.68,0.0,4.45,0.56,0.91,0.0,1.26,0.0,0.0,0.0,3.08,0.66,0.0,0.0,1978379
1055,Nebraska,2023-05-20,15.97,15.01,0.0,3.29,0.0,0.76,0.0,0.81,0.0,0.0,0.0,3.29,0.66,0.0,0.0,1978379
1056,Nebraska,2023-05-27,16.68,15.37,0.0,3.89,0.0,0.0,0.0,1.21,0.0,0.0,0.0,3.18,0.86,0.0,0.0,1978379
1057,Nebraska,2023-06-03,16.17,15.11,0.0,3.94,0.61,0.86,0.0,0.91,0.0,0.0,0.0,3.18,1.06,0.51,0.0,1978379
1058,Nebraska,2023-06-10,16.88,15.87,0.0,3.39,0.0,0.81,0.0,0.86,0.0,0.0,0.0,3.89,0.81,0.0,0.0,1978379
1059,Nebraska,2023-06-17,18.35,17.19,0.0,4.3,1.11,0.0,0.0,1.01,0.0,0.0,0.0,3.29,0.91,0.0,0.0,1978379
1060,Nebraska,2023-06-24,16.68,15.57,0.0,3.54,0.0,0.81,0.0,1.16,0.0,0.0,0.0,3.64,0.86,0.0,0.0,1978379
1061,Nebraska,2023-07-01,14.71,14.2,0.0,3.13,0.66,0.56,0.0,0.81,0.0,0.0,0.0,3.23,0.0,0.0,0.0,1978379
1062,Nebraska,2023-07-08,16.23,14.91,0.0,4.14,0.0,0.66,0.0,1.06,0.0,0.0,0.51,3.13,0.71,0.0,0.0,1978379
1063,Nebraska,2023-07-15,16.43,15.47,0.0,3.94,0.0,0.0,0.0,1.16,0.0,0.0,0.61,2.68,0.51,0.0,0.0,1978379
1064,Nebraska,2023-07-22,17.64,16.78,0.0,3.59,0.0,0.56,0.0,1.21,0.0,0.0,0.0,4.04,1.16,0.0,0.0,1978379
1065,Nebraska,2023-07-29,17.59,16.68,0.0,3.59,0.0,0.76,0.0,1.36,0.0,0.0,0.51,3.59,0.61,0.0,0.0,1978379
1066,Nebraska,2023-08-05,15.27,14.41,0.0,3.59,0.0,0.66,0.0,0.76,0.0,0.0,0.0,3.08,0.56,0.0,0.0,1978379
1067,Nebraska,2023-08-12,17.79,17.24,0.0,3.59,0.56,0.76,0.0,0.81,0.0,0.0,0.86,4.2,0.86,0.0,0.0,1978379
1068,Nebraska,2023-08-19,16.12,15.06,0.0,3.29,0.66,0.66,0.0,0.61,0.51,0.0,0.0,3.64,0.81,0.0,0.0,1978379
1069,Nebraska,2023-08-26,16.12,15.27,0.0,3.69,0.0,0.96,0.0,0.96,0.0,0.0,0.51,2.88,0.71,0.0,0.0,1978379
1070,Nebraska,2023-09-02,15.77,15.67,0.0,3.18,0.56,0.66,0.0,1.06,0.0,0.0,0.51,3.94,0.76,0.0,0.0,1978379
1071,Nebraska,2023-09-09,13.14,13.14,0.0,2.53,0.61,0.61,0.0,1.06,0.0,0.0,0.0,2.93,1.01,0.0,0.0,1978379
1072,Nebraska,2023-09-16,11.12,11.12,0.0,2.33,0.56,0.61,0.0,0.56,0.0,0.0,0.0,2.78,0.56,0.0,0.0,1978379
1073,Nevada,2023-01-07,20.63,18.75,0.41,2.94,0.78,0.5,0.59,1.22,0.0,0.0,0.0,5.35,0.97,0.81,0.63,3194176
1074,Nevada,2023-01-14,19.22,17.25,0.0,3.51,0.69,0.34,0.56,1.35,0.0,0.0,0.0,4.38,0.91,0.78,0.69,3194176
1075,Nevada,2023-01-21,19.85,17.72,0.0,2.91,0.78,0.5,0.75,1.0,0.0,0.0,0.0,4.63,1.1,0.66,0.5,3194176
1076,Nevada,2023-01-28,18.69,16.75,0.0,3.41,0.41,0.31,0.34,0.78,0.0,0.38,0.0,4.38,1.03,0.53,0.38,3194176
1077,Nevada,2023-02-04,19.1,17.19,0.0,4.26,0.66,0.53,0.31,0.88,0.0,0.0,0.0,5.13,0.69,0.31,0.0,3194176
1078,Nevada,2023-02-11,18.44,16.22,0.0,3.29,0.81,0.34,0.31,1.06,0.0,0.0,0.0,4.41,0.5,0.41,0.0,3194176
1079,Nevada,2023-02-18,17.78,15.9,0.0,3.07,0.63,0.5,0.41,1.0,0.0,0.0,0.0,4.76,0.78,0.41,0.0,3194176
1080,Nevada,2023-02-25,19.22,16.97,0.0,3.66,0.41,0.72,0.34,0.88,0.0,0.0,0.0,5.01,1.28,0.0,0.0,3194176
1081,Nevada,2023-03-04,19.22,16.87,0.0,2.91,0.59,0.88,0.31,0.91,0.0,0.0,0.0,4.88,0.97,0.56,0.41,3194176
1082,Nevada,2023-03-11,18.78,16.59,0.0,3.04,0.69,0.34,0.31,0.94,0.31,0.0,0.0,4.26,0.81,0.41,0.34,3194176
1083,Nevada,2023-03-18,18.13,15.81,0.0,3.16,0.78,0.31,0.0,1.0,0.0,0.0,0.0,4.51,1.06,0.38,0.34,3194176
1084,Nevada,2023-03-25,17.78,15.81,0.0,3.41,0.88,0.56,0.44,1.03,0.0,0.0,0.0,3.91,1.0,0.34,0.0,3194176
1085,Nevada,2023-04-01,18.66,16.44,0.0,3.69,0.75,0.44,0.47,1.1,0.0,0.0,0.0,4.7,0.59,0.34,0.34,3194176
1086,Nevada,2023-04-08,19.19,16.69,0.0,3.6,0.56,0.5,0.31,1.25,0.0,0.0,0.0,4.82,0.91,0.0,0.0,3194176
1087,Nevada,2023-04-15,18.22,15.43,0.0,2.91,0.66,0.66,0.0,0.97,0.0,0.0,0.0,4.51,0.78,0.41,0.0,3194176
1088,Nevada,2023-04-22,18.88,16.66,0.0,3.6,0.56,0.56,0.41,1.03,0.0,0.0,0.0,4.35,0.85,0.41,0.31,3194176
1089,Nevada,2023-04-29,18.53,16.37,0.0,3.48,0.56,0.72,0.31,1.13,0.0,0.0,0.31,4.45,0.88,0.0,0.0,3194176
1090,Nevada,2023-05-06,18.16,16.09,0.0,2.97,0.59,0.53,0.5,0.91,0.0,0.0,0.0,4.92,0.63,0.41,0.0,3194176
1091,Nevada,2023-05-13,16.75,14.93,0.0,3.38,0.72,0.66,0.34,1.22,0.0,0.0,0.0,3.44,0.78,0.0,0.0,3194176
1092,Nevada,2023-05-20,18.25,15.75,0.0,3.13,0.72,0.53,0.34,0.85,0.0,0.0,0.34,4.01,0.91,0.0,0.0,3194176
1093,Nevada,2023-05-27,17.06,14.96,0.0,2.88,0.56,0.47,0.0,1.06,0.0,0.0,0.0,4.01,0.94,0.34,0.0,3194176
1094,Nevada,2023-06-03,16.25,13.93,0.0,3.26,0.66,0.31,0.0,1.03,0.0,0.0,0.0,3.01,0.85,0.0,0.0,3194176
1095,Nevada,2023-06-10,16.81,14.96,0.0,3.19,0.53,0.38,0.0,0.81,0.0,0.0,0.34,4.66,0.78,0.0,0.0,3194176
1096,Nevada,2023-06-17,16.78,14.75,0.0,3.32,0.5,0.44,0.0,0.91,0.0,0.0,0.38,4.29,0.81,0.0,0.0,3194176
1097,Nevada,2023-06-24,16.22,14.24,0.0,2.97,0.38,0.41,0.0,0.91,0.0,0.0,0.0,4.16,0.69,0.31,0.0,3194176
1098,Nevada,2023-07-01,15.94,13.93,0.0,2.6,0.53,0.41,0.41,0.78,0.0,0.0,0.47,3.73,0.81,0.0,0.0,3194176
1099,Nevada,2023-07-08,17.59,15.09,0.0,3.19,0.47,0.47,0.0,0.66,0.0,0.0,1.25,3.91,0.78,0.0,0.0,3194176
1100,Nevada,2023-07-15,16.4,14.46,0.0,3.41,0.31,0.34,0.0,0.72,0.0,0.0,1.1,3.98,0.91,0.0,0.0,3194176
1101,Nevada,2023-07-22,18.57,16.44,0.0,3.1,0.63,0.5,0.0,0.75,0.0,0.0,2.72,4.04,0.66,0.0,0.0,3194176
1102,Nevada,2023-07-29,17.75,15.47,0.0,3.63,0.44,0.38,0.0,0.69,0.0,0.0,1.75,3.57,1.06,0.0,0.0,3194176
1103,Nevada,2023-08-05,18.47,16.09,0.0,3.41,0.41,0.66,0.0,1.28,0.0,0.0,1.41,3.35,0.81,0.31,0.0,3194176
1104,Nevada,2023-08-12,15.62,14.09,0.0,3.32,0.5,0.0,0.0,0.81,0.0,0.0,1.72,2.94,0.78,0.0,0.0,3194176
1105,Nevada,2023-08-19,16.37,15.28,0.0,3.22,0.5,0.41,0.0,0.56,0.0,0.0,2.13,3.54,0.75,0.0,0.0,3194176
1106,Nevada,2023-08-26,15.15,14.56,0.0,2.91,0.63,0.41,0.0,0.78,0.0,0.0,2.25,2.91,0.59,0.0,0.0,3194176
1107,Nevada,2023-09-02,13.78,13.09,0.0,2.66,0.0,0.31,0.0,0.56,0.0,0.31,1.5,3.07,0.59,0.38,0.0,3194176
1108,Nevada,2023-09-09,9.92,9.64,0.0,2.22,0.0,0.41,0.0,0.59,0.0,0.0,0.72,1.91,0.59,0.31,0.0,3194176
1109,Nevada,2023-09-16,1.16,1.16,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3194176
1110,New Hampshire,2023-01-07,24.54,22.32,0.0,4.28,0.71,0.71,0.0,1.21,0.0,0.0,0.0,5.14,1.0,1.43,0.93,1402054
1111,New Hampshire,2023-01-14,20.54,18.4,0.0,3.71,0.0,0.0,0.0,1.14,0.0,0.0,0.0,4.28,0.0,1.71,1.14,1402054
1112,New Hampshire,2023-01-21,21.61,19.54,0.0,3.85,0.78,1.14,0.0,1.5,0.0,0.0,0.0,4.14,0.93,1.43,0.93,1402054
1113,New Hampshire,2023-01-28,21.11,19.61,0.0,4.42,0.0,0.0,0.0,1.28,0.0,0.0,0.0,5.06,1.0,1.21,0.93,1402054
1114,New Hampshire,2023-02-04,18.47,17.55,0.0,3.92,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.57,0.78,0.93,0.71,1402054
1115,New Hampshire,2023-02-11,20.9,18.83,0.0,4.49,0.0,1.07,0.0,0.93,0.0,0.0,0.0,4.42,0.93,0.93,0.71,1402054
1116,New Hampshire,2023-02-18,19.83,18.54,0.0,4.28,0.0,0.86,0.0,1.21,0.0,0.0,0.0,4.07,0.0,1.21,0.78,1402054
1117,New Hampshire,2023-02-25,18.47,16.9,0.0,3.85,0.0,0.0,0.0,0.93,0.0,0.0,0.0,4.28,0.0,0.0,0.0,1402054
1118,New Hampshire,2023-03-04,17.9,16.19,0.0,3.49,0.0,0.0,0.0,0.93,0.0,0.0,0.0,3.85,1.14,0.0,0.0,1402054
1119,New Hampshire,2023-03-11,18.9,16.83,0.0,2.85,0.93,0.0,0.0,1.07,0.0,0.0,0.0,4.21,0.86,0.71,0.0,1402054
1120,New Hampshire,2023-03-18,20.18,17.97,0.0,3.92,0.0,0.86,0.0,0.93,0.0,0.0,0.0,4.42,1.21,0.0,0.0,1402054
1121,New Hampshire,2023-03-25,20.33,18.33,0.0,3.64,0.0,0.0,0.0,1.14,0.0,0.0,0.0,4.92,1.07,0.0,0.0,1402054
1122,New Hampshire,2023-04-01,18.62,16.83,0.0,3.21,0.0,0.0,0.0,0.93,0.0,0.0,0.0,4.35,0.86,0.0,0.0,1402054
1123,New Hampshire,2023-04-08,19.61,18.9,0.0,4.28,0.0,0.93,0.0,1.07,0.0,0.0,0.0,3.78,0.78,0.0,0.0,1402054
1124,New Hampshire,2023-04-15,16.98,15.48,0.0,3.57,0.71,0.0,0.0,0.86,0.0,0.0,0.0,3.57,0.0,0.0,0.0,1402054
1125,New Hampshire,2023-04-22,19.4,17.33,0.0,4.07,0.71,0.0,0.0,1.36,0.0,0.0,0.0,3.92,0.71,0.0,0.0,1402054
1126,New Hampshire,2023-04-29,18.04,16.12,0.0,3.85,0.0,0.93,0.0,1.07,0.0,0.0,0.0,3.49,0.71,0.0,0.0,1402054
1127,New Hampshire,2023-05-06,17.62,16.26,0.0,3.57,0.0,0.0,0.0,0.71,0.0,0.0,0.0,3.49,0.0,0.0,0.0,1402054
1128,New Hampshire,2023-05-13,18.4,16.55,0.0,5.21,0.0,0.0,0.0,0.78,0.0,0.0,0.0,3.78,0.93,0.0,0.0,1402054
1129,New Hampshire,2023-05-20,18.97,17.4,0.0,3.57,0.71,0.0,0.0,1.28,0.0,0.0,0.0,4.14,1.07,0.0,0.0,1402054
1130,New Hampshire,2023-05-27,16.76,15.62,0.0,3.71,0.0,0.0,0.0,1.14,0.0,0.0,0.0,3.28,0.0,0.0,0.0,1402054
1131,New Hampshire,2023-06-03,18.4,16.62,0.0,4.42,0.0,0.78,0.0,1.0,0.0,0.0,0.0,3.78,0.0,0.0,0.0,1402054
1132,New Hampshire,2023-06-10,18.9,17.55,0.0,4.35,0.0,0.71,0.0,0.78,0.0,0.0,0.0,4.07,0.93,0.0,0.0,1402054
1133,New Hampshire,2023-06-17,17.62,15.76,0.0,3.14,0.0,0.0,0.0,1.07,0.0,0.0,0.0,4.56,0.0,0.0,0.0,1402054
1134,New Hampshire,2023-06-24,16.98,14.76,0.0,4.49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.28,0.71,0.0,0.0,1402054
1135,New Hampshire,2023-07-01,17.26,15.55,0.0,3.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.07,0.0,0.0,0.0,1402054
1136,New Hampshire,2023-07-08,20.26,18.33,0.0,3.92,0.0,0.71,0.0,1.14,0.0,0.0,0.0,4.64,1.07,0.0,0.0,1402054
1137,New Hampshire,2023-07-15,17.76,15.98,0.0,3.57,0.0,1.0,0.0,1.21,0.0,0.0,0.0,4.07,0.71,0.0,0.0,1402054
1138,New Hampshire,2023-07-22,17.55,16.33,0.0,4.28,0.78,0.71,0.0,0.0,0.0,0.0,1.07,3.78,0.93,0.0,0.0,1402054
1139,New Hampshire,2023-07-29,17.76,16.33,0.0,4.07,0.0,0.78,0.0,0.86,0.0,0.0,0.0,3.99,0.0,0.0,0.0,1402054
1140,New Hampshire,2023-08-05,17.4,15.55,0.0,3.85,0.0,0.78,0.0,1.14,0.0,0.0,0.0,2.92,0.78,0.0,0.0,1402054
1141,New Hampshire,2023-08-12,21.04,19.33,0.0,4.07,0.0,0.0,0.0,1.21,0.0,0.0,0.86,4.92,1.07,0.0,0.0,1402054
1142,New Hampshire,2023-08-19,18.54,16.98,0.0,3.85,0.0,0.86,0.0,0.93,0.0,0.0,1.0,3.71,0.78,0.0,0.0,1402054
1143,New Hampshire,2023-08-26,16.4,15.41,0.0,3.42,0.71,0.0,0.0,0.0,0.0,0.0,0.0,4.49,0.0,0.0,0.0,1402054
1144,New Hampshire,2023-09-02,17.83,16.4,0.0,4.14,0.0,0.78,0.0,0.0,0.0,0.0,0.78,3.78,1.21,0.0,0.0,1402054
1145,New Hampshire,2023-09-09,17.9,17.4,0.0,3.14,0.0,1.0,0.0,1.28,0.0,0.0,1.5,3.64,0.93,0.0,0.0,1402054
1146,New Hampshire,2023-09-16,14.76,14.76,0.0,3.49,0.0,0.0,0.0,0.86,0.0,0.0,0.86,3.49,0.78,0.0,0.0,1402054
1147,New Jersey,2023-01-07,17.95,16.76,0.43,3.4,0.45,0.57,0.39,0.74,0.51,0.48,0.44,3.85,0.83,1.11,0.84,9290841
1148,New Jersey,2023-01-14,16.89,15.88,0.38,3.22,0.36,0.54,0.36,0.58,0.52,0.36,0.45,3.77,0.68,1.26,0.9,9290841
1149,New Jersey,2023-01-21,16.74,15.66,0.5,2.9,0.38,0.65,0.22,0.56,0.51,0.39,0.44,3.7,0.82,1.02,0.68,9290841
1150,New Jersey,2023-01-28,16.82,15.85,0.51,3.02,0.39,0.45,0.28,0.58,0.6,0.38,0.47,3.92,0.75,1.09,0.69,9290841
1151,New Jersey,2023-02-04,16.33,15.09,0.42,3.02,0.4,0.38,0.28,0.64,0.33,0.43,0.34,3.75,0.87,0.76,0.47,9290841
1152,New Jersey,2023-02-11,16.42,15.5,0.36,3.34,0.42,0.59,0.14,0.44,0.4,0.32,0.5,3.89,0.73,0.94,0.66,9290841
1153,New Jersey,2023-02-18,16.1,15.06,0.33,3.08,0.41,0.52,0.19,0.56,0.39,0.34,0.44,3.96,0.76,0.69,0.46,9290841
1154,New Jersey,2023-02-25,16.14,15.09,0.51,3.11,0.29,0.45,0.19,0.42,0.42,0.43,0.6,4.0,0.74,0.8,0.55,9290841
1155,New Jersey,2023-03-04,15.81,14.8,0.39,3.15,0.37,0.43,0.18,0.64,0.43,0.32,0.5,3.79,0.58,0.53,0.36,9290841
1156,New Jersey,2023-03-11,16.07,15.2,0.45,3.42,0.33,0.34,0.23,0.51,0.29,0.31,0.58,4.18,0.68,0.43,0.26,9290841
1157,New Jersey,2023-03-18,16.58,15.6,0.46,3.02,0.41,0.47,0.26,0.64,0.3,0.36,0.46,4.21,0.58,0.65,0.36,9290841
1158,New Jersey,2023-03-25,15.41,14.49,0.48,3.2,0.44,0.34,0.22,0.66,0.36,0.39,0.37,3.68,0.79,0.4,0.32,9290841
1159,New Jersey,2023-04-01,15.52,14.64,0.54,2.84,0.41,0.53,0.23,0.62,0.41,0.33,0.53,4.07,0.62,0.29,0.2,9290841
1160,New Jersey,2023-04-08,14.92,14.04,0.37,3.14,0.46,0.46,0.26,0.48,0.36,0.38,0.55,3.34,0.67,0.32,0.17,9290841
1161,New Jersey,2023-04-15,15.96,15.0,0.44,3.41,0.42,0.45,0.18,0.52,0.41,0.47,0.67,3.44,0.72,0.23,0.16,9290841
1162,New Jersey,2023-04-22,15.36,14.39,0.34,2.96,0.37,0.56,0.27,0.62,0.32,0.31,0.6,3.81,0.8,0.13,0.11,9290841
1163,New Jersey,2023-04-29,14.18,13.46,0.32,3.16,0.32,0.48,0.2,0.47,0.25,0.31,0.8,3.2,0.58,0.22,0.13,9290841
1164,New Jersey,2023-05-06,14.46,13.44,0.3,3.12,0.44,0.36,0.17,0.48,0.43,0.34,0.51,3.41,0.71,0.18,0.0,9290841
1165,New Jersey,2023-05-13,15.07,14.07,0.4,3.16,0.27,0.31,0.22,0.69,0.3,0.33,0.71,3.22,0.84,0.17,0.11,9290841
1166,New Jersey,2023-05-20,14.56,13.64,0.57,2.83,0.27,0.55,0.36,0.39,0.36,0.26,0.76,3.49,0.86,0.19,0.0,9290841
1167,New Jersey,2023-05-27,15.06,14.1,0.39,3.13,0.32,0.53,0.14,0.57,0.47,0.4,0.81,3.3,0.64,0.13,0.0,9290841
1168,New Jersey,2023-06-03,14.97,14.18,0.36,3.02,0.3,0.46,0.17,0.58,0.31,0.42,0.75,3.5,0.64,0.17,0.13,9290841
1169,New Jersey,2023-06-10,14.55,13.65,0.39,2.74,0.5,0.45,0.26,0.36,0.34,0.42,0.85,3.57,0.74,0.0,0.0,9290841
1170,New Jersey,2023-06-17,14.91,13.81,0.4,3.23,0.32,0.4,0.12,0.58,0.48,0.48,0.74,3.15,0.61,0.0,0.0,9290841
1171,New Jersey,2023-06-24,13.54,12.65,0.39,2.91,0.42,0.27,0.16,0.54,0.33,0.32,0.77,3.28,0.55,0.0,0.0,9290841
1172,New Jersey,2023-07-01,14.43,13.56,0.29,3.39,0.23,0.37,0.16,0.46,0.42,0.31,0.9,3.3,0.72,0.23,0.16,9290841
1173,New Jersey,2023-07-08,13.84,13.11,0.43,3.13,0.32,0.34,0.16,0.48,0.33,0.28,1.13,3.11,0.59,0.11,0.0,9290841
1174,New Jersey,2023-07-15,13.87,13.35,0.39,2.82,0.33,0.37,0.19,0.66,0.33,0.33,1.03,3.29,0.55,0.17,0.14,9290841
1175,New Jersey,2023-07-22,14.94,14.21,0.4,3.26,0.27,0.29,0.2,0.47,0.32,0.26,0.87,3.47,0.9,0.18,0.14,9290841
1176,New Jersey,2023-07-29,13.5,12.8,0.4,2.6,0.36,0.46,0.17,0.42,0.33,0.3,0.94,3.04,0.56,0.0,0.0,9290841
1177,New Jersey,2023-08-05,15.17,14.46,0.54,3.12,0.37,0.42,0.16,0.39,0.34,0.41,1.15,3.65,0.66,0.11,0.11,9290841
1178,New Jersey,2023-08-12,14.29,13.74,0.24,2.96,0.39,0.48,0.22,0.4,0.39,0.37,1.1,3.14,0.59,0.18,0.16,9290841
1179,New Jersey,2023-08-19,14.56,13.85,0.34,3.3,0.43,0.36,0.15,0.56,0.4,0.32,0.81,2.95,0.69,0.19,0.13,9290841
1180,New Jersey,2023-08-26,14.13,13.52,0.29,3.15,0.32,0.48,0.16,0.38,0.36,0.36,1.07,3.2,0.69,0.24,0.14,9290841
1181,New Jersey,2023-09-02,13.71,13.14,0.31,2.99,0.45,0.4,0.17,0.5,0.46,0.41,0.98,2.9,0.58,0.22,0.16,9290841
1182,New Jersey,2023-09-09,13.96,13.54,0.3,2.92,0.38,0.45,0.12,0.42,0.28,0.29,0.85,3.42,0.59,0.32,0.23,9290841
1183,New Jersey,2023-09-16,12.07,12.07,0.4,2.87,0.28,0.4,0.15,0.38,0.33,0.28,0.72,2.65,0.45,0.28,0.23,9290841
1184,New Mexico,2023-01-07,21.38,19.06,0.0,3.45,0.9,0.71,0.61,0.85,0.0,0.0,0.0,4.68,0.61,1.37,0.95,2114371
1185,New Mexico,2023-01-14,21.66,19.49,0.0,3.36,0.99,0.61,0.71,0.95,0.0,0.0,0.0,4.63,0.76,1.18,0.95,2114371
